ID,Name,GUID,IsLive,EmployeesAreEmailable,BookingTeamEmail,BookingTeamEmailSecondary,ClientTerm,ProjectTerm,EmployeeVantageNoRequired,EmployeeNiNumberRequired,EmployeeNumberRequired,ShowAccommodation,ShowRechargeableToClient,ShowCapeCost,ShowReasonForTraining,ShowMealAllowance,ShowEmployeeExpenses,ShowProjectOnBooking,BookingAbbreviation,RequestFormType,SendTravelEmail,EmployeeWBSNumberRequired,EmployeePersonTypeRequired,ShowLeaversOnDashboard,ShowPreMobOnDashboard,SendRequestEmailsToBooker,ShowEmployeeMergeTool,TPCAccommodationTravelDeskOptions,TMSCompany,Hostname,CMSEnabled,ShowComplianceOnDashboard,ShowBudget,ResetPasswordTimeout,InitialPasswordTimeout,RecertReminderDaysOne,RecertReminderDaysTwo,RecertReminderDaysThree,ShowAbsences,CanBatchUpdateRequests,RecertEmails,SendSevenDayRecert,SevenDayRecertEmail,SendRequestEmailToManager,TeamTerm,ShowAge,ShowTCONumber,IsFixedNOKNumber,ShowMedicalCertificate,NINumberTerm,EmployeeNumberTerm,ShowCostCentre,ShowDelegateType,ShowReskin,AllowMandatoryCourseApprovals,ShowEmployeeReskin,AutoArchiveLeaver,ShowNOK,UseTopLevelCourseFiltering,TcmpCustomerId,ShowDOB,SendRecertEmailToEmployee,HealthStatusTerm,NewStarterPeriodLength,ShowComplianceReportSimplified,ShowWageReport,CanTAMakeRequests,ShowEventTracker,EventTrackerTitle,TransformTenantId,EnableAdminSso,EnableTASso,EnableEmployeeSso,ShowIsReimbursable,ReadOnlyEmployees,ShowEmployeeHelp,LeaverEmails,CheckNotOnRota,UseAdditionalAccommodationInfo,ShowMandatoryPreApproved,ShowJobRoleQualifiedPercentage,AutoCompleteTaskManagement,BusinessStreamTerm,ShowBusinessStream,ExternalReportURL,UseExternalReminderLink,UseGaps,ExternalBookingFormEnabled,GapReminderEmails,RecertReminderDaysFour,AllowDelegateBooking,ShowDeviationEnhancements,DeviationReminderRecipient,ShowRequestTimePending,UseConfiguredCancellationReasons,AllowCustomITPBookingTimes,DoNotCountNomination,CountNominationAs100,SendJIsFiveDaysBeforeEnabled,SendJIsFiveDaysBeforeRecipients,MandatoryPreApprovedSummaryEnabled,MandatoryPreApprovedSummaryRecipients,RemindersForAllCourses5DaysBeforeEnabled,RemindersForAllCourses5DaysBeforeRecipients,PendingRequestsReminder24HoursEnabled,PendingRequestsReminder24HoursRecipients,RequestsNotBookedReminder24HoursEnabled,RequestsNotBookedReminder24HoursRecipients,DeviationRecipientName,RequestForApprovalRecipients,DateChangeNotificationRecipients,BookingCancellationNotificationRecipients,PassedStatusChangedRecipients,NoShowAlertRecipients,RequestApprovedRecipients,RequestDeclinedRecipients,IndividualGapReminderRecipients,GroupGapReminderRecipients,NewJobRoleAssignedRecipients,EmployeeLockedOutRecipients,EmployeeNewlyAddedRecipients,EmployeesCouldNotBeMergedRecipients,ClientsAndProjectsAddedRecipients,DeviationApprovedRecipients,JoiningInstructionsRecipients,AccommodationRequiredRecipients,ThirdPartyCourseBookedRecipients,SyncCompleteRecipients,DateChangeRequestNotificationRecipients,CancellationRequestNotificationRecipients,EmployeeWelcomeEmailRecipients,EmployeePasswordResetRecipients,AbsenceForApprovalRecipients,MatrixCourseAddedRecipients,RecertsDaysFourRecipients,ShowAISResponsibilityOnMatrix,AccommodationRequiredFrom,CalcuateTrainingMatrix,ShowCourseHoursField,ShowSupplierAsAutoSuggest,CurrencySymbol,ShowClientProjectPowerBIOptions,ShowSimpleCreateTPBookingForm,CertsOverrideDeviations,ShowFinanceReport,AutomatedReportRecipients,RequestMessageTop,RequestMessageBottom,ShowSupplierOnEmployeeTPBookingForm,AllowNotBookableOnDashboard,ShowMatrixComplianceAllRequirementsReport,ResultsPerListing,DetailedEmailSignoff,UseWorkPlaceTMSInfo,UseSecondaryExternalID,ShowPrimaryJobRoleOnDelegateProfileByDefault,ShowCourseSupplierCodes,ShowLatestBookingsOnDashboard,ShowCoursesThisWeekOnDashboard,ShowReCertsOnDashboard,ShowNewStartersOnDashboard,ShowBookingsThisWeekOnDashboard,ExpenseCodeActive,ExpenseCodeName,EmployeeRequestLikeBooking,TopLevelCourseBookingRequestEmail,bookingMessage,DefaultThirdPartySupplier,NetworkNumberTerm,ShowEmployeeNumberOnBookings,ShowEmployeeNumberOnRequests,ShowProjectOnRequestForm,AutomatedReportRecipientsCC,NewStarterUseRegisteredDate,ShowEmploymentCompany,ShowContractingCompany,ShowCourseComplianceReport,DefaultPassword,ShowTrainingProvider,AutofillProjectCodeWithReimbursableCode,AutoArchiveExpired,SendToProjectEmail,UseMintraOrganizationUnitManagement,DelegateStatusChangedNotificationsEnabled,DelegateStatusChangedNotificationRecipients,AzureSignIn,AzureTenantId,EnableSAPJobRoleIDs,ManagedByExternalHR,SetNoShowsToBook,ShowCertExpiryDateOnMatrix,CertExpiryAmberDays,RecertReminderCCRecipient,FormBuilderTenantId,UseFormBuilderDeviationForm,FormBuilderDeviationFormId,WeeklyCourseStatusReportRecipients,MandatoryPrereqCheckbox,ShowCertAwardedDateOnMatrix,ShowEmployeeTrainingHistory,NewEmployeesReceiveEmails,CertificateExtractPageEnabled,AutoPopulateDelegateEmailOnCourseBookingForm,JoiningInstructionsDefaultRecipientEmail,AutoPopulateCMPPONumber,IsCertRelatedBookingMandatory,CertUploadReminder,CertUploadReminderEmail,SendExpiringCertificatesReport,SendExpiringCertificatesReportDate,OnlyPrimaryJobRoleOnMatrixComplianceReports,UseAlternativeFormBuilderDeviationNotification,UseExternalCourseID,UseSkillsVXCourse,SetFailedBookingsToBook,SetExpiredBookingsToBook,InternalSupplierTerm,InternalTPSbookingRecipients,InternalTPSbookingEmailNotificationEnabled,ShowProjectOnEmail
24,COSL,71980064-efbc-4f69-8930-59c258608fda,1,0,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,Client,Project,0,0,0,0,0,0,0,0,0,0,CL,1,0,0,0,1,0,0,1,0,COSL,cosl,0,0,0,1,8,120,90,60,0,0,rachael.peters@3tenergygroup.com,0,,0,Team,0,0,0,0,,Employee Number,0,0,0,0,0,0,1,0,49b2ed81-3971-4a79-8d93-09200e5608ac,1,1,,30,0,0,1,0,Event Tracker,02850849-4258-4852-f890-08d83863c80e,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,1,,30,1,0,,1,0,1,0,0,1,,1,rachael.peters@3tenergygroup.com,1,,1,rachael.peters@3tenergygroup.com,1,rachael.peters@3tenergygroup.com,,,,,,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,,,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,,rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
25,Compass,89b07a35-6a1a-4410-bc5a-df1e7f985aaf,1,0,compass@ais-survivex.com,,Client,Project,0,0,0,0,0,0,0,0,0,0,CM,1,0,0,0,1,0,0,1,0,Compass Group/ESS Worldwide Services (TMS),compass,0,0,0,1,8,120,90,60,0,0,,1,"essoffshoretraining&medical@compass-group.co.uk ",0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,1,0,0,1,0,191ad864-8f63-40ad-8617-cbdb6092baae,1,0,,30,0,0,1,0,Event Tracker,077d3acf-6343-4e7a-f891-08d83863c80e,0,0,0,1,0,0,compass@aisgroup.co.uk,0,0,0,0,0,Business Stream,0,,0,1,1,compass@aisgroup.co.uk,30,0,0,,1,0,1,0,0,1,compass@ais-survivex.com,0,,1,compass@ais-survivex.com,1,,1,,,,compass@ais-survivex.com,compass@ais-survivex.com,compass@ais-survivex.com,compass@ais-survivex.com,compass@ais-survivex.com,compass@ais-survivex.com,compass@ais-survivex.com,compass@ais-survivex.com,,,,,,,,,,,,,,,,,compass@aisgroup.co.uk,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,1,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,1,1,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,1,0,1,0,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,1,0,0,0,0,0,Compass,,0,0
26,Transform,9cf3334c-e3d4-4066-b64e-759927216c60,1,0,rachael.peters@3tenergygroup.com,,Client,Projects,0,0,0,1,0,0,0,0,0,0,TF,1,0,0,0,1,0,0,1,0,3T Transform,transform,1,0,1,1,8,120,90,60,1,0,,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,be1a569b-7e1f-4f94-a5a7-e76cdd113890,1,1,,30,1,0,1,0,Event Tracker,69c25e31-64d3-4f12-894e-08d813af1457,0,0,0,1,1,0,,0,0,0,0,0,Business Stream,0,,0,1,1,,30,0,0,",",1,0,1,0,0,1,,1,,1,,1,,1,,,,,"eleasha.asiamah@3t-transform.com,rachael.peters@3tenergygroup.com",,,,,,,,,,,,,,eleasha.asiamah@3t-transform.com,"rachael.peters@3tenergygroup.com,rachael.peters@3tenergygroup.com",,,eleasha.asiamah@3t-transform.com,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,1,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,1,NULL,1,0,0,0,0,0,,0,,0,0,0,0,90,,69c25e31-64d3-4f12-894e-08d813af1457,1,c94ef31c-72a4-4bdc-c46c-08da34d2d685,,0,0,1,0,0,1,,0,1,2,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
27,Halliburton,a6589d47-a34b-474b-b935-876281ecb63f,1,0,Halliburton@survivex.com,Halliburton@survivex.com,Client,Project,0,0,0,0,0,0,0,0,0,0,HB,1,0,0,0,1,0,0,1,0,Halliburton Manufacturing & Services Ltd,halliburton,0,0,0,1,8,120,90,60,0,0,,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,5f05a7c7-f808-4f14-b024-fe40114df6f0,1,1,,30,0,0,1,0,Event Tracker,8a3d4131-7636-42f1-4b93-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,0,1,,30,0,0,",",1,0,1,0,0,1,,1,Halliburton@survivex.com,1,,1,Halliburton@survivex.com,1,Halliburton@survivex.com,,,,,,Halliburton@survivex.com,Halliburton@survivex.com,Halliburton@survivex.com,,,Halliburton@survivex.com,Halliburton@survivex.com,Halliburton@survivex.com,Halliburton@survivex.com,Halliburton@survivex.com,Halliburton@survivex.com,,Halliburton@survivex.com,Halliburton@survivex.com,,Halliburton@survivex.com,Halliburton@survivex.com,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,0,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
28,The Progress Group,b629b6df-250a-4244-b227-ef9b234c21ab,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,TPG,1,0,0,0,1,0,0,1,0,The Progress Group,theprogressgroup,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,00e674aa-4d89-470b-bdc0-0577b9468aa9,1,1,NULL,30,0,0,1,0,Event Tracker,0074e4e0-8cff-4b28-4b94-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,1,,30,0,0,,1,0,1,0,0,1,,1,tms@aisgroup.co.uk,1,,1,tms@aisgroup.co.uk,1,tms@aisgroup.co.uk,,,,,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
29,Vantage Drilling,c1391871-e91c-4a30-9540-b770d2367c7f,1,1,mary.aleckal@vantagedrilling.com,,Division,Rig,0,0,0,1,0,0,0,0,0,0,VD,1,0,0,0,0,0,0,1,1,Vantage Drilling,vantage,1,0,0,1,8,120,90,60,0,0,"mary.aleckal@vantagedrilling.com, Clarence.Eamilao@vantagedrilling.com",0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,d6bd93e5-bec1-40e1-b3f1-1180c1e4749e,1,1,,30,1,0,1,0,Event Tracker,593053a5-e04e-4998-4b95-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,1,,30,0,0,,1,0,1,1,0,1,,1,mary.aleckal@vantagedrilling.com,1,,1,mary.aleckal@vantagedrilling.com,1,mary.aleckal@vantagedrilling.com,,,,,,mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,,mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,"mary.aleckal@vantagedrilling.com, clarence.eamilao@vantagedrilling.com",mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,,mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,"Clarence.Eamilao@vantagedrilling.com,Nicholas.Coyle@vantagedrilling.com,Mary.Aleckal@vantagedrilling.com,support@3t-transform.com,tom.mutimer@3t-transform.com,logan.turner@3t-transform.com, rachael.peters@3tenergygroup.com,hiam.saad@3t-transform.com,",mary.aleckal@vantagedrilling.com,mary.aleckal@vantagedrilling.com,,,,,mary.aleckal@vantagedrilling.com,0,,0,0,1,$,0,0,0,0,NULL,NULL,NULL,1,1,1,20,0,1,1,1,0,1,0,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,0,0,0,0,NULL,0,0,1,0,0,0,,0,,1,0,0,1,90,"Clarence.Eamilao@vantagedrilling.com, mary.aleckal@vantagedrilling.com",NULL,0,NULL,,0,0,0,0,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
30,Sodexo,dd749cf7-63ca-4358-b8f2-e61b228e67b6,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,SD,1,0,0,0,1,0,0,1,0,Sodexo TMS Pro,sodexo,0,0,0,1,8,120,90,60,0,1,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,1,0,0,1,0,25791190-5c74-4bb2-b0cd-444a7b676230,1,0,,30,0,0,1,0,Event Tracker,88d0c3ad-9b5d-4fa0-4b96-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,1,,30,0,0,,0,0,1,0,0,1,,1,tms@aisgroup.co.uk,1,,1,tms@aisgroup.co.uk,1,tms@aisgroup.co.uk,,,,,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,tms@aisgroup.co.uk,tms@aisgroup.co.uk,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
31,EnerMech,edc94734-ccb9-491c-bca2-e3661761003d,1,0,Enermech@ais-survivex.com,Enermech@ais-survivex.com,Client,Department,0,0,0,0,0,0,0,0,0,1,EM,2,0,0,0,1,0,0,1,0,Enermech TMS,enermech,0,0,0,1,8,120,90,60,0,0,,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,1,0,0,1,0,66eec0e4-7849-40e0-a716-8b6b8353d31e,1,0,,30,0,0,1,0,Event Tracker,03ff290b-d4e9-4808-4b0d-08d8b7d7c131,0,0,0,1,0,0,Enermech@ais-survivex.com,0,0,1,0,0,Business Stream,0,,0,0,1,Enermech@ais-survivex.com,30,0,0,,0,0,1,0,0,1,Enermech@ais-survivex.com,1,Enermech@ais-survivex.com,1,Enermech@ais-survivex.com; Info.competence@enermech.com,1,Enermech@ais-survivex.com,1,Enermech@ais-survivex.com,,,,,,Enermech@ais-survivex.com,Enermech@ais-survivex.com,Enermech@ais-survivex.com,,,Enermech@ais-survivex.com,Enermech@ais-survivex.com,Enermech@ais-survivex.com,Enermech@ais-survivex.com,Enermech@ais-survivex.com,Enermech@ais-survivex.com,,Enermech@ais-survivex.com,Enermech@ais-survivex.com,,Enermech@ais-survivex.com,Enermech@ais-survivex.com,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,20,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,823,Job Number,1,1,1,NULL,1,0,0,0,NULL,1,0,1,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,1,0,1,0,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,Enermech,,0,0
32,Ithaca,f6728556-09d3-4f19-9cf8-dcee95016fa2,1,1,ithacaenergy@ais-survivex.com,ithacaenergy@ais-survivex.com,Company,Location,0,0,0,0,0,0,0,0,0,0,IT,1,0,0,0,1,0,0,1,0,Ithaca TMS,ithaca,1,0,0,1,8,90,90,60,0,0,ithacaenergy@ais-survivex.com,0,,0,CMS Department,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,b1707808-1b8b-4a1a-9e05-a7e0ee24e913,1,1,,30,1,0,1,0,Event Tracker,9d36bcb8-4ea9-42cc-4b97-08d9267b60b7,0,0,0,1,0,0,"ithacaenergy@ais-survivex.com, lreid3@ithacaenergy.com",0,0,0,0,0,Business Stream,0,,0,1,1,ithacaenergy@ais-survivex.com,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,ithacaenergy@ais-survivex.com,ithacaenergy@ais-survivex.com,,,,ithacaenergy@ais-survivex.com,ithacaenergy@ais-survivex.com,ithacaenergy@ais-survivex.com,lread3@ithacaenergy.com,,lreid3@ithacaenergy.com,,,,,,,,ithacaenergy@ais-survivex.com,ithacaenergy@ais-survivex.com,,,,,ithacaenergy@ais-survivex.com,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,0,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,1,1,0,NULL,1,0,0,0,0,0,,1,91145d13-5cbe-4b90-846c-fe1cfea471ce,0,0,0,1,90,ithacaenergy@ais-survivex.com,NULL,0,NULL,ithacaenergy@ais-survivex.com,0,0,0,0,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
33,Harbour Energy,06b2f706-51b0-468f-a354-e6d4f100ba0a,1,0,HarbourEnergy@aisgroup.co.uk,HarbourEnergy@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,1,HE,1,0,0,0,1,0,0,1,0,Harbour Energy,harbourenergy,0,0,0,1,8,120,90,60,0,0,,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,b8c5a545-3719-4d20-b575-cd5656e83cc3,1,0,,30,0,0,1,0,Event Tracker,603b3173-31ea-46c3-4b98-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,1,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,£,0,0,0,1,"lyndie.sandison@harbourenergy.com,linzi.gordon@harbourenergy.com,jacqui.murray@harbourenergy.com,Lea.Moir@harbourenergy.com",NULL,NULL,1,0,0,5,0,1,0,0,1,1,1,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,"HarbourEnergy@aisgroup.co.uk,steph.lamont@ais-survivex.com,joyce.hardie@harbourenergy.com,shona.johnston@harbourenergy.com,elaine.buchan@harbourenergy.com,maggie.braid@harbourenergy.com",1,0,0,0,NULL,1,0,1,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,1,0,1,0,0,1,,1,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,Harbour Energy,,0,0
34,PTS,17a77a2a-096b-4e35-ada3-a5a635582196,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,PT,1,0,0,0,1,0,0,1,0,Petrofac Training Services,pts,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,6afc17dc-ab63-47c0-960a-50fc7817effd,1,1,NULL,30,0,0,1,0,Event Tracker,15e4948d-6547-4410-9404-08d8c8f98c1c,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,1,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
35,Global Wind Service,28578c8d-4494-4605-8198-35b62e7ce736,1,0,gws@ais-survivex.com,gws@ais-survivex.com,Client,Project,0,0,0,1,0,0,0,0,0,0,GW,1,0,0,0,1,0,0,1,1,Global Wind Service,globalwindservice,0,0,0,1,8,120,90,60,0,0,gws@ais-survivex.com,0,,0,Team,0,0,0,0,WINDA ID,Employee Number,0,0,0,0,0,0,1,0,a7e28fe2-cdce-4598-bd5c-d35ee3397675,1,1,,30,0,0,1,0,Event Tracker,2fa511c5-c894-4d71-4b99-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,0,1,,30,0,0,,0,0,0,0,0,1,,1,,1,,1,,1,,,gws@ais-survivex.com,,,,,,gws@ais-survivex.com,,,,,,,,,"gws@ais-survivex.com,gws@ais-survivex.com",,,,gws@ais-survivex.com,gws@ais-survivex.com,,,,,,0,,0,0,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,0,0,0,0,1,1,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,1,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,GWS,,0,0
36,Optilan,36b515cd-857c-453a-97d0-0ea5b1da4211,1,1,training@optilan.com,,Location,Department,0,0,0,1,0,0,0,0,0,0,OP,1,1,0,0,1,0,0,1,1,Optilan,optilan,0,0,0,1,8,60,30,0,0,1,training@optilan.com,0,,1,Team,0,0,0,0,NI Number,,0,0,0,0,0,0,1,0,6b270cee-ab16-405c-9546-406ef92c5298,1,1,,30,1,0,1,0,Event Tracker,23e486ba-a2dc-4a19-9852-08d88a413728,0,0,0,1,0,0,training@optilan.com,0,0,0,0,0,Business Stream,0,,0,1,1,training@optilan.com,0,0,0,,0,0,1,0,0,0,,0,,0,,0,,0,,training@optilan.com,training@optilan.com,training@optilan.com,training@optilan.com,,,training@optilan.com,,,,,,,,,,training@optilan.com,training@optilan.com,training@optilan.com,,training@optilan.com,training@optilan.com,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,1,NULL,1,0,0,1,0,1,,1,82313090-6c72-42ef-8fa3-ab461fc2d7f3,0,0,0,0,90,training@optilan.com,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
37,Schlumberger,4532c536-f17c-4c63-ab8b-9d15b2bf5bb6,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,SM,1,0,0,0,1,0,0,1,0,Schlumberger-Well Service,schlumberger,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,83585232-85a4-4f93-b5ed-d408df64c6f9,1,1,NULL,30,0,0,1,0,Event Tracker,032a2582-06bc-4240-4b9a-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,1,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
